fight_stat_id,fight_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,fight_url
14436,7218,2976.0,0,34,19,32,18,0.0,0.0,0,0,,http://ufcstats.com/fight-details/23a604f460289271
14435,7218,2884.0,0,42,17,40,16,6.0,1.0,0,0,,http://ufcstats.com/fight-details/23a604f460289271
14434,7217,1662.0,0,59,37,40,23,15.0,5.0,1,0,,http://ufcstats.com/fight-details/da1b37edb8ccd3e6
14433,7217,2464.0,0,72,32,55,18,0.0,0.0,0,1,,http://ufcstats.com/fight-details/da1b37edb8ccd3e6
14432,7216,981.0,0,130,90,102,70,1.0,1.0,0,0,,http://ufcstats.com/fight-details/d8335b728604b222
14431,7216,179.0,0,37,16,32,13,6.0,1.0,0,0,,http://ufcstats.com/fight-details/d8335b728604b222
14430,7215,3831.0,0,105,63,80,45,2.0,1.0,1,0,,http://ufcstats.com/fight-details/bf647be41de365e4
14429,7215,2974.0,0,57,29,51,25,2.0,0.0,0,0,,http://ufcstats.com/fight-details/bf647be41de365e4
14428,7214,1108.0,0,10,0,9,0,3.0,2.0,1,0,,http://ufcstats.com/fight-details/6e1bf1b163b3aeab
14427,7214,2320.0,0,10,8,9,8,0.0,0.0,1,0,,http://ufcstats.com/fight-details/6e1bf1b163b3aeab
14426,7213,3945.0,0,95,38,85,33,6.0,2.0,2,0,,http://ufcstats.com/fight-details/b78545b32a97ac44
14425,7213,2373.0,0,104,52,92,43,6.0,2.0,0,0,,http://ufcstats.com/fight-details/b78545b32a97ac44
14424,7212,1752.0,2,178,134,143,104,2.0,0.0,0,1,,http://ufcstats.com/fight-details/b3c7a5a97978d156
14423,7212,3002.0,0,110,56,103,51,1.0,1.0,0,0,,http://ufcstats.com/fight-details/b3c7a5a97978d156
14422,7211,1885.0,0,60,44,39,28,3.0,1.0,0,0,,http://ufcstats.com/fight-details/1496969c1497dc85
14421,7211,3646.0,0,5,3,4,2,1.0,1.0,0,0,,http://ufcstats.com/fight-details/1496969c1497dc85
14420,7210,309.0,0,234,118,191,85,3.0,1.0,0,0,,http://ufcstats.com/fight-details/49ede01b061cfae3
14419,7210,3421.0,0,198,100,183,87,0.0,0.0,2,0,,http://ufcstats.com/fight-details/49ede01b061cfae3
14416,7208,249.0,0,131,78,109,60,3.0,0.0,1,0,,http://ufcstats.com/fight-details/0732e6b6eb0a607d
14415,7208,1071.0,0,240,112,182,69,5.0,3.0,0,0,,http://ufcstats.com/fight-details/0732e6b6eb0a607d
14414,7207,2534.0,0,356,127,356,127,2.0,0.0,0,0,,http://ufcstats.com/fight-details/697efaf0d162e877
14413,7207,3250.0,0,190,105,190,105,0.0,0.0,0,0,,http://ufcstats.com/fight-details/697efaf0d162e877
14412,7206,946.0,1,31,19,30,18,0.0,0.0,0,0,,http://ufcstats.com/fight-details/c0ca4c201d086ea8
14411,7206,1660.0,0,19,6,19,6,0.0,0.0,0,0,,http://ufcstats.com/fight-details/c0ca4c201d086ea8
14410,7205,23.0,0,101,36,101,36,0.0,0.0,1,0,,http://ufcstats.com/fight-details/2e1435c160bfe8b2
14409,7205,2846.0,0,82,38,82,38,6.0,0.0,0,0,,http://ufcstats.com/fight-details/2e1435c160bfe8b2
14408,7204,1348.0,0,209,73,208,72,1.0,0.0,0,0,,http://ufcstats.com/fight-details/a5d76e93a5052e3f
14407,7204,1495.0,0,185,83,184,82,3.0,0.0,0,0,,http://ufcstats.com/fight-details/a5d76e93a5052e3f
14406,7203,2814.0,1,51,37,31,21,5.0,5.0,6,0,,http://ufcstats.com/fight-details/79f03eca3fe5cdb3
14405,7203,1085.0,0,48,34,13,3,1.0,0.0,0,0,,http://ufcstats.com/fight-details/79f03eca3fe5cdb3
14404,7202,2181.0,1,90,54,84,49,0.0,0.0,0,0,,http://ufcstats.com/fight-details/7a0813ec0fadc84e
14403,7202,2929.0,0,116,38,116,38,5.0,0.0,0,0,,http://ufcstats.com/fight-details/7a0813ec0fadc84e
14402,7201,3389.0,0,225,116,212,103,1.0,0.0,0,0,,http://ufcstats.com/fight-details/bcec26b425194e40
14401,7201,2400.0,0,225,95,206,77,10.0,2.0,0,0,,http://ufcstats.com/fight-details/bcec26b425194e40
14400,7200,1064.0,0,39,15,38,14,2.0,0.0,0,0,,http://ufcstats.com/fight-details/58b2fdad7af9be02
14399,7200,3574.0,1,72,43,72,43,0.0,0.0,0,0,,http://ufcstats.com/fight-details/58b2fdad7af9be02
14398,7199,2196.0,0,206,147,128,81,4.0,3.0,0,0,,http://ufcstats.com/fight-details/11318a7807cee8ca
14397,7199,1874.0,0,64,39,29,8,2.0,0.0,0,0,,http://ufcstats.com/fight-details/11318a7807cee8ca
14396,7198,4089.0,0,271,94,271,94,0.0,0.0,0,0,,http://ufcstats.com/fight-details/7f16e7725245bb2d
14395,7198,512.0,1,259,137,259,137,0.0,0.0,0,0,,http://ufcstats.com/fight-details/7f16e7725245bb2d
14394,7197,342.0,0,69,30,67,28,0.0,0.0,0,0,,http://ufcstats.com/fight-details/e4ed294e16e16d81
14393,7197,225.0,1,164,107,143,93,1.0,0.0,1,0,,http://ufcstats.com/fight-details/e4ed294e16e16d81
14392,7196,2285.0,1,186,116,182,112,1.0,1.0,0,0,,http://ufcstats.com/fight-details/222bb2c67a87d312
14391,7196,3179.0,0,310,101,304,99,5.0,0.0,0,0,,http://ufcstats.com/fight-details/222bb2c67a87d312
14390,7195,471.0,1,14,11,14,11,0.0,0.0,0,0,,http://ufcstats.com/fight-details/f9d2137f380e66bf
14389,7195,2120.0,0,15,7,14,7,0.0,0.0,0,0,,http://ufcstats.com/fight-details/f9d2137f380e66bf
14388,7194,1280.0,1,29,16,29,16,0.0,0.0,0,0,,http://ufcstats.com/fight-details/3e1c27f17433f9e4
14387,7194,335.0,0,25,9,24,8,0.0,0.0,0,0,,http://ufcstats.com/fight-details/3e1c27f17433f9e4
14386,7193,323.0,1,165,91,154,81,2.0,1.0,1,0,,http://ufcstats.com/fight-details/a3d75cc363a6544b
14385,7193,2307.0,0,123,60,120,58,2.0,1.0,0,0,,http://ufcstats.com/fight-details/a3d75cc363a6544b
14384,7192,2390.0,0,70,43,68,41,1.0,0.0,0,0,,http://ufcstats.com/fight-details/09a7f0979a58e6ea
14383,7192,1865.0,0,143,87,87,38,1.0,1.0,0,0,,http://ufcstats.com/fight-details/09a7f0979a58e6ea
14382,7191,1573.0,0,179,88,179,88,2.0,0.0,0,0,,http://ufcstats.com/fight-details/0aae15358d8606b9
14381,7191,1896.0,0,190,85,188,83,1.0,0.0,0,0,,http://ufcstats.com/fight-details/0aae15358d8606b9
14380,7190,2650.0,0,378,172,377,171,5.0,0.0,0,0,,http://ufcstats.com/fight-details/bfff5a3777841344
14379,7190,1132.0,0,359,152,354,148,0.0,0.0,0,0,,http://ufcstats.com/fight-details/bfff5a3777841344
14378,7189,3227.0,0,136,75,94,44,3.0,0.0,0,0,,http://ufcstats.com/fight-details/56809feb4fe7ea61
14377,7189,1127.0,0,112,63,76,35,6.0,1.0,0,0,,http://ufcstats.com/fight-details/56809feb4fe7ea61
14376,7188,42.0,0,4,1,4,1,0.0,0.0,0,0,,http://ufcstats.com/fight-details/5d481ff494bf40da
14375,7188,1672.0,0,6,2,6,2,2.0,1.0,1,0,,http://ufcstats.com/fight-details/5d481ff494bf40da
14374,7187,2319.0,0,69,39,58,29,1.0,1.0,1,0,,http://ufcstats.com/fight-details/65c89e0c92e51bb8
14373,7187,3353.0,0,66,45,59,39,0.0,0.0,0,0,,http://ufcstats.com/fight-details/65c89e0c92e51bb8
14372,7186,2881.0,0,157,110,156,109,0.0,0.0,0,0,,http://ufcstats.com/fight-details/ea006bae605e2a6b
14371,7186,567.0,0,44,11,44,11,1.0,0.0,0,0,,http://ufcstats.com/fight-details/ea006bae605e2a6b
14370,7185,2983.0,0,232,62,225,58,1.0,0.0,0,0,,http://ufcstats.com/fight-details/4eaf54ad3c82b6fa
14369,7185,1523.0,0,152,60,150,60,6.0,0.0,0,0,,http://ufcstats.com/fight-details/4eaf54ad3c82b6fa
14368,7184,899.0,0,210,123,182,101,9.0,5.0,0,0,,http://ufcstats.com/fight-details/dfa8fd0b82b37fa1
14367,7184,1643.0,0,67,27,62,24,3.0,1.0,1,0,,http://ufcstats.com/fight-details/dfa8fd0b82b37fa1
14366,7183,1417.0,1,64,36,46,26,1.0,1.0,1,0,,http://ufcstats.com/fight-details/5098d052525da54f
14365,7183,2691.0,0,27,10,25,8,0.0,0.0,0,0,,http://ufcstats.com/fight-details/5098d052525da54f
14364,7182,2794.0,0,99,61,88,52,0.0,0.0,2,0,,http://ufcstats.com/fight-details/1c29c53ff032c5c1
14363,7182,2849.0,0,88,40,73,28,4.0,0.0,0,0,,http://ufcstats.com/fight-details/1c29c53ff032c5c1
14362,7181,3488.0,1,49,26,49,26,0.0,0.0,0,0,,http://ufcstats.com/fight-details/0d41a3fa5efef91b
14361,7181,25.0,0,41,9,41,9,0.0,0.0,0,0,,http://ufcstats.com/fight-details/0d41a3fa5efef91b
14360,7180,2115.0,0,166,87,163,84,0.0,0.0,0,0,,http://ufcstats.com/fight-details/1b9a127f9dadaad9
14359,7180,1971.0,0,166,70,132,48,11.0,2.0,0,0,,http://ufcstats.com/fight-details/1b9a127f9dadaad9
14358,7179,1986.0,0,220,124,182,98,10.0,6.0,0,0,,http://ufcstats.com/fight-details/1be27d95bba03f17
14357,7179,1764.0,0,198,90,183,77,0.0,0.0,0,0,,http://ufcstats.com/fight-details/1be27d95bba03f17
14356,7178,3395.0,0,134,85,77,40,0.0,0.0,0,3,,http://ufcstats.com/fight-details/e3a5a7ede88a2555
14355,7178,3114.0,0,120,75,42,18,8.0,5.0,1,0,,http://ufcstats.com/fight-details/e3a5a7ede88a2555
14354,7177,3837.0,0,36,25,6,4,5.0,2.0,1,0,,http://ufcstats.com/fight-details/ac73c6888ee9322c
14353,7177,987.0,0,26,25,8,7,0.0,0.0,0,0,,http://ufcstats.com/fight-details/ac73c6888ee9322c
14352,7176,3035.0,0,259,39,259,39,2.0,0.0,0,0,,http://ufcstats.com/fight-details/2a48d0a98c21e736
14351,7176,3505.0,0,222,127,221,126,1.0,0.0,0,0,,http://ufcstats.com/fight-details/2a48d0a98c21e736
14350,7175,2532.0,2,128,75,128,75,0.0,0.0,1,0,,http://ufcstats.com/fight-details/96704d7ba3a452d9
14349,7175,2309.0,0,126,35,124,34,1.0,0.0,0,0,,http://ufcstats.com/fight-details/96704d7ba3a452d9
14348,7174,632.0,0,147,91,147,91,3.0,1.0,0,0,,http://ufcstats.com/fight-details/c53b0f678fe2f16a
14347,7174,579.0,0,191,62,187,59,1.0,0.0,0,0,,http://ufcstats.com/fight-details/c53b0f678fe2f16a
14346,7173,3477.0,0,141,65,141,65,0.0,0.0,0,0,,http://ufcstats.com/fight-details/dd617f6ab4916ec4
14345,7173,3591.0,0,168,62,168,62,0.0,0.0,0,0,,http://ufcstats.com/fight-details/dd617f6ab4916ec4
14344,7172,1528.0,0,84,56,57,36,4.0,4.0,3,0,,http://ufcstats.com/fight-details/de89bea7b0dcd2d3
14343,7172,2868.0,0,106,50,66,15,0.0,0.0,1,0,,http://ufcstats.com/fight-details/de89bea7b0dcd2d3
14342,7171,3755.0,0,210,119,128,61,14.0,0.0,0,0,,http://ufcstats.com/fight-details/5531317352862978
14341,7171,827.0,0,202,96,151,55,3.0,0.0,0,0,,http://ufcstats.com/fight-details/5531317352862978
14340,7170,470.0,1,16,11,13,8,0.0,0.0,0,0,,http://ufcstats.com/fight-details/f7bc845ce74f5fe7
14339,7170,1179.0,0,10,3,9,2,1.0,0.0,0,0,,http://ufcstats.com/fight-details/f7bc845ce74f5fe7
14338,7169,3390.0,1,46,16,45,15,0.0,0.0,0,0,,http://ufcstats.com/fight-details/bfc9989751bd0d04
14337,7169,3639.0,0,23,15,22,14,0.0,0.0,0,0,,http://ufcstats.com/fight-details/bfc9989751bd0d04
14336,7168,2265.0,0,31,15,31,15,2.0,0.0,0,0,,http://ufcstats.com/fight-details/48231fbd1af53674
14335,7168,3941.0,1,77,45,77,45,0.0,0.0,0,0,,http://ufcstats.com/fight-details/48231fbd1af53674
14334,7167,1463.0,0,58,30,57,29,2.0,0.0,0,0,,http://ufcstats.com/fight-details/293c5f4c9aca5c54
14333,7167,1403.0,0,85,54,72,44,1.0,1.0,0,0,,http://ufcstats.com/fight-details/293c5f4c9aca5c54
14332,7166,607.0,1,161,85,149,75,0.0,0.0,0,0,,http://ufcstats.com/fight-details/da6b863cf684e0ae
14331,7166,3820.0,0,260,112,258,112,4.0,0.0,0,0,,http://ufcstats.com/fight-details/da6b863cf684e0ae
14330,7165,2811.0,1,89,43,85,40,1.0,0.0,0,0,,http://ufcstats.com/fight-details/977250a28d3b8a3f
14329,7165,2212.0,0,53,17,53,17,0.0,0.0,0,0,,http://ufcstats.com/fight-details/977250a28d3b8a3f
14328,7164,2028.0,0,61,27,41,11,4.0,3.0,0,0,,http://ufcstats.com/fight-details/23865dfc8361ac62
14327,7164,4049.0,0,89,68,65,47,0.0,0.0,0,1,,http://ufcstats.com/fight-details/23865dfc8361ac62
14326,7163,3471.0,1,179,108,115,56,1.0,1.0,0,0,,http://ufcstats.com/fight-details/b65b37c0e00074d9
14325,7163,3072.0,1,88,40,76,30,4.0,0.0,0,0,,http://ufcstats.com/fight-details/b65b37c0e00074d9
14324,7162,541.0,0,46,24,35,17,2.0,0.0,0,0,,http://ufcstats.com/fight-details/ee796ecb4ee8680b
14323,7162,1426.0,1,36,26,35,25,0.0,0.0,0,0,,http://ufcstats.com/fight-details/ee796ecb4ee8680b
14322,7161,16.0,1,358,296,217,163,7.0,6.0,0,0,,http://ufcstats.com/fight-details/845e38dfbfea6e53
14321,7161,2057.0,0,68,29,63,24,0.0,0.0,2,0,,http://ufcstats.com/fight-details/845e38dfbfea6e53
14320,7160,1915.0,0,93,51,66,27,2.0,0.0,0,0,,http://ufcstats.com/fight-details/78d2c01dc963f204
14319,7160,2865.0,0,171,111,150,91,2.0,2.0,0,0,,http://ufcstats.com/fight-details/78d2c01dc963f204
14318,7159,3756.0,0,192,108,174,90,7.0,4.0,0,0,,http://ufcstats.com/fight-details/fd4d30036a3f3efb
14317,7159,3829.0,0,161,102,137,79,10.0,2.0,1,0,,http://ufcstats.com/fight-details/fd4d30036a3f3efb
14316,7158,263.0,0,251,141,251,141,1.0,0.0,0,0,,http://ufcstats.com/fight-details/621e6f0929a3dbfc
14315,7158,1571.0,0,246,113,246,113,1.0,0.0,0,0,,http://ufcstats.com/fight-details/621e6f0929a3dbfc
14314,7157,164.0,0,94,39,92,37,8.0,0.0,0,0,,http://ufcstats.com/fight-details/1a95cc401f68f4c8
14313,7157,438.0,0,116,71,115,70,0.0,0.0,0,0,,http://ufcstats.com/fight-details/1a95cc401f68f4c8
14312,7156,988.0,0,8,6,6,5,2.0,1.0,0,0,,http://ufcstats.com/fight-details/f995ed679ef8bdf4
14311,7156,392.0,0,8,3,7,2,0.0,0.0,0,0,,http://ufcstats.com/fight-details/f995ed679ef8bdf4
14310,7155,2526.0,0,144,85,119,61,0.0,0.0,2,0,,http://ufcstats.com/fight-details/62d53ad8f8769666
14309,7155,2487.0,0,125,61,107,44,6.0,2.0,0,0,,http://ufcstats.com/fight-details/62d53ad8f8769666
14308,7154,2273.0,0,327,173,311,160,2.0,0.0,0,0,,http://ufcstats.com/fight-details/e9754f597ec50f6f
14307,7154,2840.0,0,273,169,268,164,1.0,0.0,0,0,,http://ufcstats.com/fight-details/e9754f597ec50f6f
14306,7153,1230.0,1,143,67,132,57,5.0,2.0,0,0,,http://ufcstats.com/fight-details/9f7c28381b6913c8
14305,7153,1741.0,0,166,92,149,76,3.0,1.0,0,0,,http://ufcstats.com/fight-details/9f7c28381b6913c8
14304,7152,2068.0,0,125,43,125,43,0.0,0.0,0,0,,http://ufcstats.com/fight-details/8c7b5b21b3532027
14303,7152,681.0,0,174,70,174,70,0.0,0.0,0,0,,http://ufcstats.com/fight-details/8c7b5b21b3532027
14302,7151,678.0,1,76,52,53,30,1.0,1.0,1,0,,http://ufcstats.com/fight-details/f329bd89e375d6df
14301,7151,1596.0,0,66,25,55,16,0.0,0.0,0,1,,http://ufcstats.com/fight-details/f329bd89e375d6df
14300,7150,1953.0,0,221,138,141,72,11.0,8.0,0,0,,http://ufcstats.com/fight-details/e346f2b7af63e804
14299,7150,3185.0,0,170,94,136,66,7.0,2.0,1,0,,http://ufcstats.com/fight-details/e346f2b7af63e804
14298,7149,484.0,0,195,107,156,77,2.0,1.0,0,0,,http://ufcstats.com/fight-details/1b1fd32485861655
14297,7149,3280.0,0,224,129,176,95,0.0,0.0,0,1,,http://ufcstats.com/fight-details/1b1fd32485861655
14296,7148,935.0,1,24,16,24,16,0.0,0.0,0,0,,http://ufcstats.com/fight-details/c57a4810c932b296
14295,7148,3293.0,0,28,14,21,8,1.0,0.0,0,0,,http://ufcstats.com/fight-details/c57a4810c932b296
14294,7147,252.0,0,68,41,25,10,3.0,1.0,0,0,,http://ufcstats.com/fight-details/c2f730cb33df5221
14293,7147,1958.0,0,48,31,24,10,2.0,2.0,1,0,,http://ufcstats.com/fight-details/c2f730cb33df5221
14292,7146,3198.0,0,176,98,134,67,3.0,2.0,0,0,,http://ufcstats.com/fight-details/560a971c6ab8b854
14291,7146,1507.0,0,106,59,99,53,0.0,0.0,0,0,,http://ufcstats.com/fight-details/560a971c6ab8b854
14290,7145,2929.0,0,109,59,80,31,3.0,0.0,2,1,,http://ufcstats.com/fight-details/9a9479663bedf8b4
14289,7145,1207.0,0,67,26,52,14,3.0,2.0,0,0,,http://ufcstats.com/fight-details/9a9479663bedf8b4
14288,7144,3598.0,0,30,4,30,4,1.0,0.0,0,0,,http://ufcstats.com/fight-details/2c160a1d1fdbf0b0
14287,7144,1772.0,1,13,7,13,7,0.0,0.0,0,0,,http://ufcstats.com/fight-details/2c160a1d1fdbf0b0
14286,7143,1760.0,0,47,30,47,30,2.0,0.0,0,0,,http://ufcstats.com/fight-details/9576d9cba5cf5c4e
14285,7143,3684.0,0,5,1,5,1,1.0,0.0,0,0,,http://ufcstats.com/fight-details/9576d9cba5cf5c4e
14284,7142,1850.0,0,16,11,7,2,0.0,0.0,0,0,,http://ufcstats.com/fight-details/9479ba3cdcb1e513
14283,7142,3151.0,0,83,61,53,35,1.0,1.0,0,0,,http://ufcstats.com/fight-details/9479ba3cdcb1e513
14282,7141,1322.0,0,63,27,61,26,0.0,0.0,0,0,,http://ufcstats.com/fight-details/d5929b7fbc801ce4
14281,7141,3634.0,0,91,62,67,42,1.0,1.0,1,0,,http://ufcstats.com/fight-details/d5929b7fbc801ce4
14280,7140,3988.0,0,208,141,136,86,3.0,1.0,4,2,,http://ufcstats.com/fight-details/ca2aa660bea0cb60
14279,7140,915.0,0,57,20,36,6,1.0,1.0,0,0,,http://ufcstats.com/fight-details/ca2aa660bea0cb60
14278,7139,3756.0,0,46,30,30,18,4.0,2.0,1,0,,http://ufcstats.com/fight-details/91a5480f48bfaa71
14277,7139,2355.0,0,21,16,12,8,0.0,0.0,0,0,,http://ufcstats.com/fight-details/91a5480f48bfaa71
14276,7138,1687.0,0,77,25,75,24,2.0,0.0,0,0,,http://ufcstats.com/fight-details/e3573545220ca4ea
14275,7138,822.0,0,106,64,105,63,0.0,0.0,0,0,,http://ufcstats.com/fight-details/e3573545220ca4ea
14274,7137,857.0,0,211,132,84,34,7.0,7.0,1,0,,http://ufcstats.com/fight-details/554163b1c8c05522
14273,7137,2961.0,0,69,25,49,9,2.0,1.0,0,0,,http://ufcstats.com/fight-details/554163b1c8c05522
14272,7136,3976.0,0,31,13,29,11,0.0,0.0,0,0,,http://ufcstats.com/fight-details/ec2358459ffbe7de
14271,7136,505.0,0,51,25,49,23,3.0,3.0,1,0,,http://ufcstats.com/fight-details/ec2358459ffbe7de
14270,7135,2413.0,1,33,10,33,10,0.0,0.0,0,0,,http://ufcstats.com/fight-details/2c54be25b09fce50
14269,7135,1432.0,0,18,4,18,4,0.0,0.0,0,0,,http://ufcstats.com/fight-details/2c54be25b09fce50
14268,7134,1983.0,0,4,0,4,0,0.0,0.0,3,0,,http://ufcstats.com/fight-details/79bfba62da6242a6
14267,7134,346.0,0,6,0,6,0,1.0,1.0,0,0,,http://ufcstats.com/fight-details/79bfba62da6242a6
14266,7133,3716.0,0,253,145,215,120,0.0,0.0,0,0,,http://ufcstats.com/fight-details/2c0496a5f39ab8a4
14265,7133,3569.0,0,175,105,136,68,1.0,0.0,0,0,,http://ufcstats.com/fight-details/2c0496a5f39ab8a4
14264,7132,3884.0,0,166,62,139,43,1.0,0.0,0,0,,http://ufcstats.com/fight-details/531ce3d8011fa1f6
14263,7132,2205.0,0,151,94,108,56,5.0,3.0,0,0,,http://ufcstats.com/fight-details/531ce3d8011fa1f6
14262,7131,1213.0,1,196,80,187,72,4.0,1.0,0,0,,http://ufcstats.com/fight-details/e5cb9dfc1189d77d
14261,7131,3862.0,0,124,52,116,46,11.0,3.0,0,0,,http://ufcstats.com/fight-details/e5cb9dfc1189d77d
14260,7130,161.0,0,78,41,48,18,5.0,3.0,2,0,,http://ufcstats.com/fight-details/bda7992779a005fa
14259,7130,2632.0,0,36,19,19,5,1.0,0.0,1,0,,http://ufcstats.com/fight-details/bda7992779a005fa
14258,7129,1139.0,0,270,169,188,100,0.0,0.0,1,0,,http://ufcstats.com/fight-details/1b0d5e65fdfc62cf
14257,7129,2420.0,0,184,75,173,67,13.0,3.0,0,0,,http://ufcstats.com/fight-details/1b0d5e65fdfc62cf
14256,7128,3140.0,0,122,63,85,38,6.0,4.0,1,0,,http://ufcstats.com/fight-details/38901948cff43ff9
14255,7128,2680.0,0,106,45,83,26,3.0,0.0,3,1,,http://ufcstats.com/fight-details/38901948cff43ff9
14254,7127,98.0,0,229,163,126,71,5.0,4.0,0,0,,http://ufcstats.com/fight-details/436a1ce6b0c6b4bb
14253,7127,3597.0,0,121,46,116,42,1.0,0.0,0,1,,http://ufcstats.com/fight-details/436a1ce6b0c6b4bb
14252,7126,1372.0,0,22,8,18,4,0.0,0.0,0,0,,http://ufcstats.com/fight-details/6b5c225814a924ed
14251,7126,4024.0,0,78,52,40,26,5.0,2.0,2,0,,http://ufcstats.com/fight-details/6b5c225814a924ed
14250,7125,1189.0,0,52,27,52,27,0.0,0.0,0,0,,http://ufcstats.com/fight-details/c27e33ee8ef53866
14249,7125,2902.0,1,66,41,66,41,0.0,0.0,0,0,,http://ufcstats.com/fight-details/c27e33ee8ef53866
14248,7124,3762.0,0,117,82,81,52,8.0,3.0,2,0,,http://ufcstats.com/fight-details/800a35b3a7e52308
14247,7124,1256.0,0,138,112,92,70,0.0,0.0,1,0,,http://ufcstats.com/fight-details/800a35b3a7e52308
14246,7123,2034.0,1,36,20,33,17,0.0,0.0,0,0,,http://ufcstats.com/fight-details/eff6ec2b2f1fb27b
14245,7123,971.0,0,2,2,1,1,0.0,0.0,0,0,,http://ufcstats.com/fight-details/eff6ec2b2f1fb27b
14244,7122,3017.0,0,138,62,123,54,3.0,0.0,0,0,,http://ufcstats.com/fight-details/f1eca70738ca073e
14243,7122,2728.0,0,227,145,217,137,0.0,0.0,1,0,,http://ufcstats.com/fight-details/f1eca70738ca073e
14242,7121,3478.0,0,13,6,11,4,5.0,0.0,0,0,,http://ufcstats.com/fight-details/cbf1e76186a0c8b3
14241,7121,2534.0,0,19,12,16,9,0.0,0.0,1,0,,http://ufcstats.com/fight-details/cbf1e76186a0c8b3
14240,7120,3729.0,0,11,3,11,3,1.0,1.0,1,0,,http://ufcstats.com/fight-details/4327fe98e1b6f222
14239,7120,2834.0,0,5,1,5,1,0.0,0.0,0,0,,http://ufcstats.com/fight-details/4327fe98e1b6f222
14238,7119,258.0,0,181,109,181,109,0.0,0.0,0,0,,http://ufcstats.com/fight-details/e5ac7343b6d45188
14237,7119,876.0,0,196,89,195,88,2.0,0.0,0,0,,http://ufcstats.com/fight-details/e5ac7343b6d45188
14236,7118,2181.0,1,42,32,42,32,0.0,0.0,0,0,,http://ufcstats.com/fight-details/5116f9398bfca446
14235,7118,1054.0,0,60,33,59,32,1.0,0.0,0,0,,http://ufcstats.com/fight-details/5116f9398bfca446
14234,7117,1810.0,0,113,71,101,60,1.0,0.0,1,0,,http://ufcstats.com/fight-details/7a8f218c07347c88
14233,7117,2968.0,0,69,41,64,36,3.0,1.0,0,0,,http://ufcstats.com/fight-details/7a8f218c07347c88
14232,7116,760.0,1,121,53,120,52,2.0,0.0,0,0,,http://ufcstats.com/fight-details/3de326b65aa6245d
14231,7116,1747.0,1,135,76,128,69,1.0,1.0,0,0,,http://ufcstats.com/fight-details/3de326b65aa6245d
14230,7115,1804.0,0,132,105,51,36,9.0,3.0,1,0,,http://ufcstats.com/fight-details/74fef059e229d217
14229,7115,3589.0,0,26,13,23,11,0.0,0.0,0,0,,http://ufcstats.com/fight-details/74fef059e229d217
14228,7114,3918.0,1,18,13,18,13,0.0,0.0,0,0,,http://ufcstats.com/fight-details/90e46589a18064bc
14227,7114,330.0,0,15,4,15,4,0.0,0.0,0,0,,http://ufcstats.com/fight-details/90e46589a18064bc
14226,7113,1790.0,0,16,6,16,6,0.0,0.0,0,0,,http://ufcstats.com/fight-details/743a04674ab72ee0
14225,7113,529.0,0,29,9,29,9,1.0,1.0,1,0,,http://ufcstats.com/fight-details/743a04674ab72ee0
14224,7112,102.0,1,174,108,148,84,2.0,1.0,0,0,,http://ufcstats.com/fight-details/9541cf21e031354c
14223,7112,2991.0,1,179,76,151,58,2.0,0.0,0,1,,http://ufcstats.com/fight-details/9541cf21e031354c
14222,7111,3362.0,0,101,54,82,40,2.0,2.0,1,0,,http://ufcstats.com/fight-details/8104fe27bdc46914
14221,7111,1570.0,0,47,31,40,24,2.0,2.0,0,0,,http://ufcstats.com/fight-details/8104fe27bdc46914
14220,7110,2583.0,0,150,58,134,49,6.0,0.0,0,0,,http://ufcstats.com/fight-details/c4caa8a4f32a0eed
14219,7110,11.0,0,153,96,113,61,5.0,1.0,0,0,,http://ufcstats.com/fight-details/c4caa8a4f32a0eed
14218,7109,1552.0,1,144,87,109,59,5.0,3.0,2,0,,http://ufcstats.com/fight-details/3c4305abc2e302d0
14217,7109,3340.0,0,77,40,59,23,2.0,0.0,0,0,,http://ufcstats.com/fight-details/3c4305abc2e302d0
14216,7108,2737.0,0,215,70,215,70,1.0,0.0,0,0,,http://ufcstats.com/fight-details/b4e2037f180c1e0e
14215,7108,1869.0,0,141,49,140,48,1.0,1.0,0,0,,http://ufcstats.com/fight-details/b4e2037f180c1e0e
14214,7107,1004.0,0,134,44,133,44,2.0,0.0,0,0,,http://ufcstats.com/fight-details/d54ebd2a3435a357
14213,7107,1307.0,2,133,69,124,63,0.0,0.0,0,0,,http://ufcstats.com/fight-details/d54ebd2a3435a357
14212,7106,3229.0,0,60,29,46,20,3.0,2.0,0,0,,http://ufcstats.com/fight-details/319b96f615a0a154
14211,7106,4005.0,0,98,64,75,42,1.0,0.0,1,0,,http://ufcstats.com/fight-details/319b96f615a0a154
14210,7105,1311.0,0,159,98,156,95,0.0,0.0,0,0,,http://ufcstats.com/fight-details/89b96bc5f3e824c5
14209,7105,1191.0,0,136,37,135,36,1.0,0.0,0,0,,http://ufcstats.com/fight-details/89b96bc5f3e824c5
14208,7104,1564.0,2,114,68,97,54,16.0,13.0,0,0,,http://ufcstats.com/fight-details/8b341eb556c97c23
14207,7104,3865.0,0,138,81,81,28,1.0,0.0,0,0,,http://ufcstats.com/fight-details/8b341eb556c97c23
14206,7103,246.0,0,103,65,33,15,3.0,3.0,3,0,,http://ufcstats.com/fight-details/a0bc695b35f155f1
